Date,Price,Open,High,Low
3/16/2011,0.9903,0.9855,0.9969,0.9806
3/17/2011,0.9854,0.9926,0.9942,0.9834
3/18/2011,0.9843,0.9852,0.9868,0.9803
3/21/2011,0.978,0.985,0.9855,0.9747
3/22/2011,0.9807,0.9782,0.9816,0.9744
3/23/2011,0.9813,0.9805,0.9845,0.9789
3/24/2011,0.9762,0.9814,0.9827,0.9729
3/25/2011,0.9804,0.9757,0.9829,0.9741
3/28/2011,0.9774,0.9812,0.9825,0.9741
3/29/2011,0.9739,0.978,0.9788,0.9738
3/30/2011,0.971,0.9746,0.9755,0.9685
3/31/2011,0.97,0.9712,0.9731,0.9683
4/1/2011,0.9634,0.9704,0.9707,0.9624
4/4/2011,0.9668,0.9644,0.9689,0.9615
4/5/2011,0.9637,0.967,0.9695,0.9625
4/6/2011,0.9601,0.964,0.9643,0.9567
4/7/2011,0.9584,0.9607,0.9626,0.9568
4/8/2011,0.9556,0.9586,0.9597,0.9524
4/11/2011,0.9559,0.9554,0.958,0.9542
4/12/2011,0.9625,0.9566,0.9659,0.9556
4/13/2011,0.9622,0.9633,0.9657,0.9584
4/14/2011,0.9605,0.9625,0.9671,0.9593
4/15/2011,0.9595,0.961,0.9651,0.9591
4/18/2011,0.9642,0.9591,0.9723,0.959
4/19/2011,0.9557,0.9643,0.9669,0.9546
4/20/2011,0.9525,0.956,0.9566,0.9495
4/21/2011,0.9528,0.9528,0.954,0.9454
4/22/2011,0.9545,0.953,0.955,0.9519
4/25/2011,0.9543,0.9526,0.9563,0.9502
4/26/2011,0.9515,0.9543,0.9564,0.9494
4/27/2011,0.95,0.9513,0.9578,0.9487
4/28/2011,0.9507,0.9499,0.9522,0.9464
4/29/2011,0.9444,0.9508,0.9551,0.9438
5/2/2011,0.9502,0.9458,0.9521,0.9446
5/3/2011,0.9525,0.9508,0.9544,0.9456
5/4/2011,0.9583,0.9527,0.9605,0.9502
5/5/2011,0.9671,0.959,0.9714,0.9566
5/6/2011,0.9654,0.9668,0.9705,0.9571
5/9/2011,0.9619,0.9661,0.9698,0.9602
5/10/2011,0.9568,0.9627,0.9656,0.9562
5/11/2011,0.9612,0.9571,0.964,0.9511
5/12/2011,0.9622,0.9614,0.9697,0.9598
5/13/2011,0.9679,0.9629,0.9746,0.9604
5/16/2011,0.9752,0.969,0.9773,0.9683
5/17/2011,0.9722,0.9753,0.9795,0.9715
5/18/2011,0.9704,0.9722,0.9761,0.9696
5/19/2011,0.9672,0.9701,0.9716,0.9653
5/20/2011,0.9739,0.9679,0.9773,0.964
5/23/2011,0.9771,0.9739,0.9812,0.9735
5/24/2011,0.9764,0.9779,0.9795,0.9754
5/25/2011,0.9779,0.9767,0.9818,0.9742
5/26/2011,0.9781,0.9776,0.9817,0.9755
5/27/2011,0.9757,0.9782,0.9799,0.9752
5/30/2011,0.9769,0.9779,0.9789,0.9749
5/31/2011,0.9682,0.9771,0.9772,0.9654
6/1/2011,0.9773,0.9687,0.9784,0.9666
6/2/2011,0.9754,0.9776,0.9811,0.9744
6/3/2011,0.9779,0.9758,0.9854,0.9745
6/6/2011,0.9803,0.9782,0.9819,0.9767
6/7/2011,0.9742,0.9808,0.9811,0.973
6/8/2011,0.9795,0.9747,0.9823,0.9738
6/9/2011,0.9733,0.9794,0.9814,0.9723
6/10/2011,0.9796,0.9732,0.9803,0.9711
6/13/2011,0.9761,0.9792,0.9801,0.975
6/14/2011,0.9686,0.976,0.9774,0.9673
6/15/2011,0.9789,0.9685,0.983,0.967
6/16/2011,0.9818,0.9792,0.99,0.9772
6/17/2011,0.9793,0.9815,0.987,0.9774
6/20/2011,0.9793,0.9814,0.9852,0.9779
6/21/2011,0.9717,0.9798,0.9807,0.9708
6/22/2011,0.9733,0.9718,0.9756,0.9699
6/23/2011,0.9785,0.974,0.9826,0.9713
6/24/2011,0.9883,0.9788,0.9889,0.9769
6/27/2011,0.9862,0.9875,0.9915,0.9857
6/28/2011,0.9815,0.9861,0.9888,0.981
6/29/2011,0.9698,0.9812,0.9827,0.9687
6/30/2011,0.9633,0.9696,0.9703,0.9624
7/1/2011,0.9585,0.9637,0.9653,0.9579
7/4/2011,0.9606,0.9594,0.962,0.9578
7/5/2011,0.9624,0.9608,0.9645,0.9593
7/6/2011,0.9656,0.9634,0.9697,0.9612
7/7/2011,0.9586,0.9653,0.9669,0.9567
7/8/2011,0.9614,0.959,0.9667,0.9572
7/11/2011,0.9682,0.962,0.9698,0.9615
7/12/2011,0.965,0.9689,0.9781,0.9624
7/13/2011,0.9586,0.966,0.9669,0.9571
7/14/2011,0.9599,0.958,0.9618,0.9547
7/15/2011,0.9535,0.9604,0.9626,0.952
7/18/2011,0.9588,0.9544,0.9637,0.9537
7/19/2011,0.95,0.9598,0.9604,0.9481
7/20/2011,0.9476,0.9502,0.9515,0.9456
7/21/2011,0.9436,0.9477,0.9496,0.9422
7/22/2011,0.948,0.9436,0.9531,0.9426
7/25/2011,0.9471,0.9488,0.9527,0.9432
7/26/2011,0.9436,0.9472,0.9477,0.9405
7/27/2011,0.9491,0.9443,0.9508,0.941
7/28/2011,0.9487,0.9493,0.9525,0.9457
7/29/2011,0.9551,0.9493,0.9592,0.9485
8/1/2011,0.9566,0.9549,0.9607,0.9491
8/2/2011,0.961,0.9566,0.9621,0.9547
8/3/2011,0.9616,0.9614,0.9649,0.9566
8/4/2011,0.9806,0.9619,0.9818,0.9602
8/5/2011,0.9814,0.9808,0.9855,0.9742
8/8/2011,0.9927,0.9815,0.9947,0.9782
8/9/2011,0.98,0.9935,1.0011,0.9768
8/10/2011,0.994,0.9774,0.9955,0.9766
8/11/2011,0.9845,0.9947,0.997,0.9838
8/12/2011,0.9869,0.9846,0.9919,0.9833
8/15/2011,0.9798,0.9878,0.9908,0.9789
8/16/2011,0.9818,0.9793,0.9874,0.9796
8/17/2011,0.9801,0.9823,0.9848,0.9773
8/18/2011,0.9899,0.9806,0.994,0.9799
8/19/2011,0.9899,0.9909,0.9928,0.9825
8/22/2011,0.9897,0.9912,0.9921,0.9827
8/23/2011,0.9882,0.9904,0.9912,0.9849
8/24/2011,0.9873,0.9875,0.9907,0.9838
8/25/2011,0.9878,0.9874,0.989,0.9791
8/26/2011,0.9814,0.9879,0.9926,0.9808
8/29/2011,0.9766,0.9808,0.9835,0.9739
8/30/2011,0.9782,0.9767,0.9819,0.9757
8/31/2011,0.9777,0.9782,0.9804,0.9723
9/1/2011,0.9759,0.9782,0.9798,0.9735
9/2/2011,0.9855,0.9766,0.986,0.9756
9/5/2011,0.9901,0.9861,0.9935,0.9852
9/6/2011,0.99,0.9904,0.9958,0.9864
9/7/2011,0.9842,0.9903,0.991,0.983
9/8/2011,0.9886,0.9837,0.9899,0.9828
9/9/2011,0.9967,0.9894,0.9981,0.9868
9/12/2011,0.9922,0.9978,1.0028,0.9913
9/13/2011,0.9861,0.9924,0.9979,0.9849
9/14/2011,0.9901,0.986,0.9942,0.9846
9/15/2011,0.9835,0.99,0.9952,0.9828
9/16/2011,0.9777,0.9838,0.9863,0.9778
9/19/2011,0.9899,0.9815,0.9925,0.9805
9/20/2011,0.9919,0.9908,0.995,0.9881
9/21/2011,1.0075,0.9927,1.0091,0.9916
9/22/2011,1.028,1.0074,1.0362,1.0052
9/23/2011,1.0279,1.0288,1.035,1.0225
9/26/2011,1.0251,1.028,1.0387,1.0243
9/27/2011,1.0194,1.0254,1.0282,1.0141
9/28/2011,1.0329,1.02,1.034,1.0192
9/29/2011,1.0355,1.0341,1.0403,1.0255
9/30/2011,1.0499,1.0366,1.0505,1.0355
10/3/2011,1.0545,1.0488,1.0549,1.0432
10/4/2011,1.0524,1.0543,1.0659,1.0507
10/5/2011,1.0407,1.0513,1.0574,1.0394
10/6/2011,1.0374,1.0402,1.0484,1.0369
10/7/2011,1.0394,1.0375,1.042,1.0233
10/10/2011,1.0269,1.0385,1.0389,1.025
10/11/2011,1.0285,1.0263,1.0341,1.0256
10/12/2011,1.0174,1.0294,1.0331,1.0132
10/13/2011,1.0203,1.0177,1.0275,1.0161
10/14/2011,1.0094,1.021,1.0237,1.0094
10/17/2011,1.0232,1.0109,1.0244,1.0042
10/18/2011,1.0149,1.0237,1.0266,1.011
10/19/2011,1.0192,1.0149,1.0219,1.0083
10/20/2011,1.016,1.0202,1.0248,1.013
10/21/2011,1.0069,1.0156,1.019,1.0065
10/24/2011,1.0037,1.0095,1.0103,1.002
10/25/2011,1.0164,1.0037,1.0214,0.9989
10/26/2011,1.0039,1.0165,1.0179,1.0037
10/27/2011,0.9905,1.0046,1.0053,0.989
10/28/2011,0.9918,0.9915,0.9972,0.9894
10/31/2011,0.9995,0.9922,1.0029,0.9913
11/1/2011,1.0198,1.0001,1.021,0.9972
11/2/2011,1.0139,1.0198,1.0225,1.0105
11/3/2011,1.0072,1.0136,1.0218,1.0054
11/4/2011,1.0188,1.007,1.023,1.0071
11/7/2011,1.013,1.0174,1.0206,1.0122
11/8/2011,1.009,1.0125,1.0184,1.0075
11/9/2011,1.0225,1.0089,1.0235,1.0078
11/10/2011,1.0171,1.0227,1.0267,1.0163
11/11/2011,1.0122,1.0174,1.0234,1.0107
11/14/2011,1.0162,1.0082,1.0197,1.008
11/15/2011,1.0211,1.0165,1.0264,1.0157
11/16/2011,1.0235,1.0207,1.029,1.017
11/17/2011,1.029,1.0235,1.0297,1.0206
11/18/2011,1.0267,1.0282,1.0303,1.0197
11/21/2011,1.0379,1.0277,1.042,1.0271
11/22/2011,1.0379,1.0385,1.0414,1.0344
11/23/2011,1.0473,1.0381,1.05,1.0374
11/24/2011,1.0467,1.048,1.0493,1.0437
11/25/2011,1.0487,1.0471,1.0526,1.0438
11/28/2011,1.0355,1.0436,1.045,1.0302
11/29/2011,1.0303,1.035,1.0366,1.0258
11/30/2011,1.0192,1.0309,1.0364,1.0121
12/1/2011,1.0139,1.0195,1.0225,1.0135
12/2/2011,1.018,1.0143,1.0197,1.0078
12/5/2011,1.017,1.0162,1.0195,1.012
12/6/2011,1.0095,1.0173,1.0208,1.0085
12/7/2011,1.0092,1.0096,1.0135,1.0065
12/8/2011,1.0219,1.0097,1.0236,1.0051
12/9/2011,1.0183,1.0223,1.0265,1.0178
12/12/2011,1.0259,1.0195,1.0288,1.0183
12/13/2011,1.0338,1.026,1.0351,1.023
12/14/2011,1.0394,1.034,1.0425,1.0326
12/15/2011,1.0345,1.0394,1.0407,1.0318
12/16/2011,1.0378,1.0353,1.0408,1.0296
12/19/2011,1.0378,1.0364,1.0417,1.0332
12/20/2011,1.0302,1.0383,1.0391,1.0261
12/21/2011,1.0264,1.0301,1.0311,1.0208
12/22/2011,1.0208,1.0263,1.0282,1.0199
12/23/2011,1.0195,1.0209,1.0217,1.0179
12/26/2011,1.02,1.0206,1.0237,1.018
12/27/2011,1.0187,1.0203,1.0218,1.0176
12/28/2011,1.0242,1.0185,1.0253,1.0124
12/29/2011,1.0205,1.0244,1.0271,1.0202
12/30/2011,1.0193,1.0205,1.0222,1.0155
1/2/2012,1.0195,1.0209,1.0216,1.0179
1/3/2012,1.0109,1.0193,1.0198,1.0074
1/4/2012,1.0123,1.0111,1.0164,1.0103
1/5/2012,1.0197,1.0124,1.0227,1.012
1/6/2012,1.0271,1.0191,1.0274,1.0169
1/9/2012,1.0233,1.0282,1.0321,1.0224
1/10/2012,1.0168,1.0232,1.0242,1.0152
1/11/2012,1.019,1.0167,1.0212,1.0138
1/12/2012,1.0182,1.0191,1.0212,1.0138
1/13/2012,1.0223,1.0185,1.0286,1.0162
1/16/2012,1.018,1.0244,1.0255,1.0163
1/17/2012,1.0151,1.0179,1.0191,1.0112
1/18/2012,1.0114,1.0155,1.0179,1.011
1/19/2012,1.0112,1.0114,1.013,1.007
1/20/2012,1.0128,1.0116,1.0161,1.0106
1/23/2012,1.0074,1.0145,1.0164,1.005
1/24/2012,1.0097,1.0076,1.0143,1.007
1/25/2012,1.004,1.0097,1.0149,1.0027
1/26/2012,1.0014,1.0041,1.0051,0.998
1/27/2012,1.0009,1.0018,1.0044,0.9986
1/30/2012,1.0022,1.0014,1.0072,1.001
1/31/2012,1.0026,1.0022,1.0056,0.9964
2/1/2012,0.9988,1.0028,1.0051,0.9962
2/2/2012,0.9992,0.9988,1.0012,0.9966
2/3/2012,0.9929,0.9993,1.0035,0.9925
2/6/2012,0.9954,0.9948,0.9995,0.9928
2/7/2012,0.9944,0.9956,0.9997,0.9938
2/8/2012,0.996,0.9948,0.9992,0.9933
2/9/2012,0.9949,0.996,0.9982,0.9924
2/10/2012,1.0021,0.9952,1.004,0.9941
2/13/2012,0.9992,1.001,1.0019,0.9971
2/14/2012,0.9989,0.9994,1.0029,0.9978
2/15/2012,0.999,0.9994,1.0006,0.9936
2/16/2012,0.9962,0.9995,1.0054,0.9953
2/17/2012,0.9957,0.9967,0.9986,0.9939
2/20/2012,0.9936,0.9935,0.9945,0.9906
2/21/2012,0.9965,0.9936,0.9978,0.9924
2/22/2012,1,0.9967,1.0021,0.9952
2/23/2012,0.9975,1.0001,1.0012,0.9951
2/24/2012,0.9996,0.9975,1.0006,0.9964
2/27/2012,0.9989,0.9991,1.0051,0.9974
2/28/2012,0.9944,0.9989,0.9997,0.9941
2/29/2012,0.9894,0.9952,0.996,0.9844
3/1/2012,0.9856,0.9894,0.9904,0.984
3/2/2012,0.9889,0.9857,0.9896,0.9848
3/5/2012,0.9942,0.9893,0.9962,0.9884
3/6/2012,1.0009,0.9942,1.0031,0.9936
3/7/2012,0.9977,1.001,1.0027,0.9973
3/8/2012,0.9906,0.9979,0.9993,0.9891
3/9/2012,0.991,0.9907,0.9938,0.987
3/12/2012,0.9921,0.9909,0.9949,0.9898
3/13/2012,0.9882,0.9928,0.9931,0.9879
3/14/2012,0.9927,0.9888,0.9947,0.988
3/15/2012,0.9918,0.993,0.9951,0.9903
3/16/2012,0.9917,0.9918,0.9943,0.9898
3/19/2012,0.9867,0.9913,0.9933,0.9858
3/20/2012,0.9915,0.987,0.997,0.9868
3/21/2012,0.9921,0.9917,0.9937,0.9873
3/22/2012,0.9988,0.9924,1.001,0.9911
3/23/2012,0.998,0.9992,1.0036,0.9971
3/26/2012,0.9905,0.9982,1.0001,0.9903
3/27/2012,0.9952,0.9909,0.9959,0.9898
3/28/2012,0.998,0.9952,1.0002,0.9944
3/29/2012,0.9967,0.9983,1.0021,0.9962
3/30/2012,0.9978,0.9965,1,0.9952
4/2/2012,0.9905,0.9958,0.9992,0.9886
4/3/2012,0.9905,0.9906,0.9931,0.9887
4/4/2012,0.996,0.9911,0.9975,0.9906
4/5/2012,0.9932,0.9961,1,0.9906
4/6/2012,0.9972,0.9931,0.9988,0.9916
4/9/2012,0.9972,0.9975,1.0004,0.9944
4/10/2012,1.0041,0.9975,1.0048,0.995
4/11/2012,1.0036,1.0043,1.0054,1.0008
4/12/2012,0.9943,1.0039,1.004,0.9938
4/13/2012,0.9994,0.9946,0.9998,0.9925
4/16/2012,0.9996,0.9989,1.0035,0.9972
4/17/2012,0.9904,0.9998,1.0014,0.9863
4/18/2012,0.991,0.9902,0.9925,0.988
4/19/2012,0.9953,0.9909,0.9966,0.9879
4/20/2012,0.9915,0.9951,0.9961,0.9895
4/23/2012,0.9908,0.9927,0.9981,0.9903
4/24/2012,0.9869,0.9909,0.9931,0.9868
4/25/2012,0.9829,0.9874,0.9882,0.9822
4/26/2012,0.9851,0.9835,0.9857,0.9804
4/27/2012,0.9803,0.9858,0.9872,0.9798
4/30/2012,0.987,0.9807,0.9896,0.9801
5/1/2012,0.9858,0.987,0.9899,0.983
5/2/2012,0.9864,0.9858,0.9904,0.9848
5/3/2012,0.9884,0.9868,0.9895,0.9827
5/4/2012,0.9953,0.9886,0.9965,0.986
5/7/2012,0.9929,0.995,0.9989,0.9924
5/8/2012,0.9986,0.9929,1.0024,0.9923
5/9/2012,1.0022,0.9991,1.0065,0.9984
5/10/2012,1.0021,1.0026,1.0034,0.9976
5/11/2012,1.0006,1.0029,1.0056,0.9951
5/14/2012,1.003,1.0019,1.0055,0.9992
5/15/2012,1.0066,1.0035,1.0076,0.9988
5/16/2012,1.0122,1.0069,1.0134,1.0053
5/17/2012,1.0194,1.0125,1.0199,1.0103
5/18/2012,1.022,1.0197,1.0229,1.0137
5/21/2012,1.0172,1.0215,1.0248,1.0164
5/22/2012,1.0208,1.0174,1.0236,1.0151
5/23/2012,1.0246,1.0212,1.0298,1.0206
5/24/2012,1.0262,1.0247,1.0298,1.0225
5/25/2012,1.0292,1.0263,1.0313,1.0245
5/28/2012,1.0237,1.027,1.0274,1.0222
5/29/2012,1.022,1.0238,1.0272,1.0206
5/30/2012,1.0298,1.0226,1.0313,1.022
5/31/2012,1.0331,1.0301,1.0368,1.026
6/1/2012,1.0404,1.0327,1.0444,1.032
6/4/2012,1.0395,1.0396,1.0448,1.0368
6/5/2012,1.0375,1.0396,1.0427,1.036
6/6/2012,1.0277,1.0381,1.0385,1.0269
6/7/2012,1.0274,1.0277,1.0298,1.0208
6/8/2012,1.0262,1.0279,1.0357,1.0259
6/11/2012,1.0316,1.0222,1.0322,1.02
6/12/2012,1.0256,1.032,1.0328,1.0253
6/13/2012,1.0298,1.0261,1.0305,1.0241
6/14/2012,1.023,1.0295,1.0298,1.0221
6/15/2012,1.0216,1.0232,1.0258,1.0213
6/18/2012,1.0237,1.0204,1.028,1.0191
6/19/2012,1.0178,1.0235,1.0246,1.0164
6/20/2012,1.018,1.0177,1.0234,1.0157
6/21/2012,1.0289,1.0189,1.0299,1.0174
6/22/2012,1.0242,1.0288,1.0302,1.0239
6/25/2012,1.0286,1.0258,1.032,1.0253
6/26/2012,1.0241,1.0294,1.0299,1.0232
6/27/2012,1.0246,1.0242,1.0269,1.0235
6/28/2012,1.0336,1.025,1.0364,1.0231
6/29/2012,1.0165,1.0335,1.0343,1.0162
7/2/2012,1.0166,1.0164,1.0203,1.0155
7/3/2012,1.0121,1.0166,1.0175,1.0119
7/4/2012,1.013,1.0124,1.0143,1.0118
7/5/2012,1.0138,1.013,1.016,1.0098
7/6/2012,1.0192,1.0141,1.021,1.0139
7/9/2012,1.019,1.0196,1.0223,1.0182
7/10/2012,1.0222,1.0191,1.0231,1.0165
7/11/2012,1.0195,1.0226,1.0233,1.0172
7/12/2012,1.0186,1.0197,1.0252,1.0175
7/13/2012,1.0143,1.0192,1.0206,1.0127
7/16/2012,1.0146,1.0143,1.0175,1.013
7/17/2012,1.0116,1.0151,1.0171,1.0118
7/18/2012,1.0101,1.012,1.0151,1.0099
7/19/2012,1.0071,1.0103,1.0109,1.0064
7/20/2012,1.0123,1.0074,1.0133,1.0069
7/23/2012,1.0187,1.0138,1.0206,1.0131
7/24/2012,1.0221,1.0188,1.0229,1.0157
7/25/2012,1.0154,1.022,1.0234,1.0138
7/26/2012,1.01,1.0156,1.0168,1.0062
7/27/2012,1.0032,1.0101,1.0107,1.003
7/30/2012,1.0016,1.004,1.0056,1.0012
7/31/2012,1.0028,1.0017,1.0044,1.0002
8/1/2012,1.0053,1.0033,1.006,1.0003
8/2/2012,1.0072,1.0057,1.0087,1.0001
8/3/2012,1.001,1.0075,1.0081,0.9978
8/6/2012,1.0002,1.002,1.0025,0.9981
8/7/2012,0.9968,1.0003,1.0014,0.996
8/8/2012,0.994,0.9967,0.9991,0.9934
8/9/2012,0.9907,0.994,0.9953,0.9908
8/10/2012,0.9908,0.9908,0.9971,0.9904
8/13/2012,0.9922,0.9913,0.9942,0.9904
8/14/2012,0.9923,0.9927,0.9943,0.9906
8/15/2012,0.9893,0.9924,0.9937,0.9885
8/16/2012,0.9864,0.9894,0.9902,0.9858
8/17/2012,0.9889,0.9866,0.9903,0.9862
8/20/2012,0.9883,0.989,0.9904,0.9874
8/21/2012,0.9891,0.9884,0.9901,0.984
8/22/2012,0.9911,0.9892,0.9949,0.9888
8/23/2012,0.9938,0.9914,0.995,0.9883
8/24/2012,0.9922,0.9939,0.9949,0.9903
8/27/2012,0.9904,0.9919,0.9928,0.9888
8/28/2012,0.9882,0.9907,0.992,0.984
8/29/2012,0.9892,0.9883,0.9901,0.9864
8/30/2012,0.9922,0.9894,0.9934,0.9887
8/31/2012,0.9862,0.9925,0.9933,0.985
9/3/2012,0.9856,0.9871,0.9882,0.9851
9/4/2012,0.9858,0.9859,0.9877,0.9841
9/5/2012,0.9902,0.9859,0.992,0.9854
9/6/2012,0.9825,0.9907,0.9917,0.9807
9/7/2012,0.9783,0.9827,0.9837,0.9764
9/10/2012,0.9773,0.9781,0.9792,0.9753
9/11/2012,0.9727,0.9777,0.978,0.9711
9/12/2012,0.976,0.9731,0.9771,0.9714
9/13/2012,0.9682,0.9762,0.9776,0.9664
9/14/2012,0.9715,0.9683,0.9725,0.9632
9/17/2012,0.9746,0.9707,0.9763,0.9693
9/18/2012,0.9741,0.9748,0.9768,0.9731
9/19/2012,0.9744,0.9743,0.9766,0.9725
9/20/2012,0.977,0.9745,0.9818,0.9743
9/21/2012,0.976,0.9769,0.9782,0.973
9/24/2012,0.9786,0.9763,0.982,0.976
9/25/2012,0.9804,0.9788,0.9813,0.9756
9/26/2012,0.9852,0.9807,0.9862,0.9799
9/27/2012,0.9804,0.9856,0.9858,0.9789
9/28/2012,0.9835,0.9806,0.9854,0.978
10/1/2012,0.9821,0.9837,0.9856,0.9796
10/2/2012,0.9838,0.9823,0.9846,0.981
10/3/2012,0.9874,0.9842,0.9887,0.9837
10/4/2012,0.9804,0.9876,0.9881,0.9798
10/5/2012,0.9785,0.9805,0.9814,0.9733
10/8/2012,0.9766,0.9786,0.9803,0.975
10/9/2012,0.9782,0.9769,0.9809,0.9742
10/10/2012,0.9814,0.978,0.982,0.9766
10/11/2012,0.9783,0.9818,0.9837,0.9761
10/12/2012,0.9801,0.9786,0.9811,0.9766
10/15/2012,0.9805,0.9788,0.9813,0.9767
10/16/2012,0.9864,0.9807,0.988,0.98
10/17/2012,0.9775,0.9867,0.9874,0.9771
10/18/2012,0.9852,0.9779,0.9862,0.9762
10/19/2012,0.9935,0.9853,0.9941,0.9843
10/22/2012,0.9918,0.9939,0.9967,0.9916
10/23/2012,0.9921,0.9922,0.9978,0.9898
10/24/2012,0.9934,0.9924,0.996,0.9887
10/25/2012,0.9948,0.9936,0.9956,0.99
10/26/2012,0.9964,0.9949,0.9996,0.994
10/29/2012,1.0008,0.9977,1.0014,0.9971
10/30/2012,0.9993,1.0011,1.0021,0.9981
10/31/2012,0.9991,0.9993,1.0016,0.9958
11/1/2012,0.9964,0.9995,1.0016,0.9958
11/2/2012,0.9956,0.9965,0.9986,0.992
11/5/2012,0.9963,0.9959,0.9979,0.9939
11/6/2012,0.9918,0.9965,0.997,0.9909
11/7/2012,0.9965,0.9921,0.9985,0.9872
11/8/2012,1.0001,0.9966,1.0006,0.9946
11/9/2012,1.0015,1.0003,1.0035,0.9982
11/12/2012,0.9996,1.0013,1.0014,0.9984
11/13/2012,1.0018,0.9999,1.0037,0.999
11/14/2012,1.0039,1.0021,1.0043,0.9996
11/15/2012,1.0005,1.004,1.0044,1.0002
11/16/2012,1.0011,1.001,1.0058,0.9994
11/19/2012,0.996,1.0017,1.0019,0.9953
11/20/2012,0.9965,0.9964,0.9993,0.9954
11/21/2012,0.996,0.9968,0.9993,0.9956
11/22/2012,0.9968,0.9964,0.9984,0.995
11/23/2012,0.9927,0.9972,0.9984,0.9915
11/26/2012,0.9933,0.9934,0.9962,0.9916
11/27/2012,0.9945,0.9935,0.995,0.9904
11/28/2012,0.9918,0.9947,0.9963,0.9917
11/29/2012,0.9924,0.992,0.994,0.9911
11/30/2012,0.9942,0.9926,0.9953,0.9921
12/3/2012,0.995,0.994,0.9955,0.9913
12/4/2012,0.9926,0.9952,0.9956,0.9914
12/5/2012,0.9914,0.9928,0.9943,0.9906
12/6/2012,0.9911,0.9917,0.9928,0.9891
12/7/2012,0.9882,0.9915,0.9935,0.9874
12/10/2012,0.9865,0.9883,0.989,0.9862
12/11/2012,0.9861,0.9863,0.9881,0.9855
12/12/2012,0.9841,0.9862,0.9867,0.9824
12/13/2012,0.9848,0.9845,0.9858,0.9823
12/14/2012,0.9854,0.985,0.9868,0.983
12/17/2012,0.9833,0.9868,0.9883,0.9831
12/18/2012,0.9856,0.9835,0.9861,0.9829
12/19/2012,0.9887,0.9857,0.989,0.9848
12/20/2012,0.9872,0.9888,0.9898,0.9867
12/21/2012,0.993,0.9877,0.9955,0.9871
12/24/2012,0.9928,0.9932,0.9947,0.9905
12/25/2012,0.9921,0.993,0.9944,0.9908
12/26/2012,0.9941,0.9924,0.9953,0.9904
12/27/2012,0.995,0.9943,0.996,0.9906
12/28/2012,0.9969,0.9952,0.9972,0.9937
12/31/2012,0.9921,0.9967,0.9978,0.9915
1/1/2013,0.9928,0.9922,0.994,0.9918
1/2/2013,0.9848,0.9933,0.9946,0.9835
1/3/2013,0.9877,0.985,0.9886,0.984
1/4/2013,0.987,0.9879,0.9925,0.9847
1/7/2013,0.9855,0.9868,0.9889,0.9851
1/8/2013,0.9864,0.986,0.9884,0.9841
1/9/2013,0.9876,0.9867,0.9882,0.9853
1/10/2013,0.983,0.9876,0.9882,0.9829
1/11/2013,0.9846,0.9831,0.9855,0.9813
1/14/2013,0.9835,0.9843,0.9868,0.9831
1/15/2013,0.9839,0.9837,0.9868,0.983
1/16/2013,0.9856,0.9843,0.9879,0.9837
1/17/2013,0.9855,0.986,0.9887,0.9841
1/18/2013,0.9916,0.9859,0.9948,0.9851
1/21/2013,0.9926,0.9919,0.994,0.9908
1/22/2013,0.9915,0.9929,0.9948,0.9908
1/23/2013,0.9989,0.9919,1.0006,0.9902
1/24/2013,1.0024,0.9992,1.0037,0.9987
1/25/2013,1.0056,1.0027,1.0101,1.0019
1/28/2013,1.0059,1.0058,1.0101,1.0058
1/29/2013,1.0008,1.0063,1.0067,1.0005
1/30/2013,1.0012,1.0008,1.0054,1.0006
1/31/2013,0.9969,1.0012,1.0036,0.9955
2/1/2013,0.9963,0.9973,1.0006,0.9962
2/4/2013,0.9987,0.9968,0.9994,0.9947
2/5/2013,0.9953,0.999,0.9996,0.9952
2/6/2013,0.9956,0.9958,0.9991,0.9947
2/7/2013,0.9977,0.9958,0.9996,0.9931
2/8/2013,1.0023,0.9979,1.0037,0.9968
2/11/2013,1.0047,1.0023,1.0084,1.0023
2/12/2013,1.002,1.0048,1.0088,1.0019
2/13/2013,1.0016,1.0023,1.0046,1.001
